osrs_id,name,category,existing_2009_id,existing_2009_name,same_name_2009_ids,duplicate_name_in_osrs,placeholder_or_null,noted_or_note_related,tradeable,stackable,equipment_item,weapon_item,non_equipment_item,quest_or_untradeable_hint,requires_models,definition_only_candidate,inventory_model_id,ground_model_id,male_wield_model_id,female_wield_model_id,equipment_slot,weapon_type,attack_speed,has_examine
50,Shortbow (u),already_existing_same_id,50,Shortbow (u),"[50, 51]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
51,Shortbow (u),already_existing_same_id,51,Shortbow (u),"[50, 51]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
52,Arrow shaft,already_existing_same_id,52,Arrow shaft,[52],True,False,False,True,True,False,False,True,False,False,True,,,,,,,,True
53,Headless arrow,already_existing_same_id,53,Headless arrow,[53],True,False,False,True,True,False,False,True,False,False,True,,,,,,,,True
54,Oak shortbow (u),already_existing_same_id,54,Oak shortbow (u),"[54, 55]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
55,Oak shortbow (u),already_existing_same_id,55,Oak shortbow (u),"[54, 55]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
56,Oak longbow (u),already_existing_same_id,56,Oak longbow (u),"[56, 57]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
57,Oak longbow (u),already_existing_same_id,57,Oak longbow (u),"[56, 57]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
58,Willow longbow (u),already_existing_same_id,58,Willow longbow (u),"[58, 59]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
59,Willow longbow (u),already_existing_same_id,59,Willow longbow (u),"[58, 59]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
60,Willow shortbow (u),already_existing_same_id,60,Willow shortbow (u),"[60, 61]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
61,Willow shortbow (u),already_existing_same_id,61,Willow shortbow (u),"[60, 61]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
62,Maple longbow (u),already_existing_same_id,62,Maple longbow (u),"[62, 63]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
63,Maple longbow (u),already_existing_same_id,63,Maple longbow (u),"[62, 63]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
64,Maple shortbow (u),already_existing_same_id,64,Maple shortbow (u),"[64, 65]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
65,Maple shortbow (u),already_existing_same_id,65,Maple shortbow (u),"[64, 65]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
66,Yew longbow (u),already_existing_same_id,66,Yew longbow (u),"[66, 67]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
67,Yew longbow (u),already_existing_same_id,67,Yew longbow (u),"[66, 67]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
68,Yew shortbow (u),already_existing_same_id,68,Yew shortbow (u),"[68, 69]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
69,Yew shortbow (u),already_existing_same_id,69,Yew shortbow (u),"[68, 69]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
70,Magic longbow (u),already_existing_same_id,70,Magic longbow (u),"[70, 71]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
71,Magic longbow (u),already_existing_same_id,71,Magic longbow (u),"[70, 71]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
72,Magic shortbow (u),already_existing_same_id,72,Magic shortbow (u),"[72, 73]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
73,Magic shortbow (u),already_existing_same_id,73,Magic shortbow (u),"[72, 73]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
74,Khazard helmet,already_existing_same_id,74,Khazard helmet,[74],True,False,False,False,False,True,False,False,True,False,True,,,,,0,,,True
75,Khazard armour,already_existing_same_id,75,Khazard armour,[75],True,False,False,False,False,True,False,False,True,False,True,,,,,4,,,True
76,Khazard cell keys,already_existing_same_id,76,Khazard cell keys,[76],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
77,Khali brew,already_existing_same_id,77,Khali brew,[77],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
78,Ice arrows,already_existing_same_id,78,Ice arrows,[78],True,False,False,False,True,True,False,False,True,False,True,,,,,13,,,True
79,Ice arrows,same_name_different_id,,,[78],True,False,False,False,True,False,False,True,True,False,True,,,,,,,,True
80,Ice arrows,same_name_different_id,,,[78],True,False,False,False,True,False,False,True,True,False,True,,,,,,,,True
81,Ice arrows,same_name_different_id,,,[78],True,False,False,False,True,False,False,True,True,False,True,,,,,,,,True
82,Ice arrows,same_name_different_id,,,[78],True,False,False,False,True,False,False,True,True,False,True,,,,,,,,True
83,Lever,already_existing_same_id,83,Lever,[83],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
84,Staff of armadyl,already_existing_same_id,84,Staff of armadyl,[84],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
85,Shiny key,already_existing_same_id,85,Shiny key,[85],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
86,Pendant of lucien,already_existing_same_id,86,Pendant of lucien,[86],True,False,False,False,False,True,False,False,True,False,True,,,,,2,,,True
87,Armadyl pendant,already_existing_same_id,87,Armadyl pendant,[87],True,False,False,False,False,True,False,False,True,False,True,,,,,2,,,True
88,Boots of lightness,already_existing_same_id,88,Boots of lightness,"[88, 89]",True,False,False,False,False,True,False,False,True,False,True,,,,,10,,,True
89,Boots of lightness,already_existing_same_id,89,Boots of lightness,"[88, 89]",True,False,False,False,False,True,False,False,True,False,True,,,,,10,,,True
90,Child's blanket,already_existing_same_id,90,Child's blanket,[90],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
91,Guam potion (unf),id_collision,91,Guam potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
92,Guam potion (unf),id_collision,92,Guam potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
93,Marrentill potion (unf),id_collision,93,Marrentill potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
94,Marrentill potion (unf),id_collision,94,Marrentill potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
95,Tarromin potion (unf),id_collision,95,Tarromin potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
96,Tarromin potion (unf),id_collision,96,Tarromin potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
97,Harralander potion (unf),id_collision,97,Harralander potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
98,Harralander potion (unf),id_collision,98,Harralander potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
99,Ranarr potion (unf),id_collision,99,Ranarr potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
100,Ranarr potion (unf),id_collision,100,Ranarr potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
101,Irit potion (unf),id_collision,101,Irit potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
102,Irit potion (unf),id_collision,102,Irit potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
103,Avantoe potion (unf),id_collision,103,Avantoe potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
104,Avantoe potion (unf),id_collision,104,Avantoe potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
105,Kwuarm potion (unf),id_collision,105,Kwuarm potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
106,Kwuarm potion (unf),id_collision,106,Kwuarm potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
107,Cadantine potion (unf),id_collision,107,Cadantine potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
108,Cadantine potion (unf),id_collision,108,Cadantine potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
109,Dwarf weed potion (unf),id_collision,109,Dwarf weed potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
110,Dwarf weed potion (unf),id_collision,110,Dwarf weed potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
111,Torstol potion (unf),id_collision,111,Torstol potion(unf),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
112,Torstol potion (unf),id_collision,112,Torstol potion(unf),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
113,Strength potion(4),already_existing_same_id,113,Strength potion(4),"[113, 114]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
114,Strength potion(4),already_existing_same_id,114,Strength potion(4),"[113, 114]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
115,Strength potion(3),already_existing_same_id,115,Strength potion(3),"[115, 116]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
116,Strength potion(3),already_existing_same_id,116,Strength potion(3),"[115, 116]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
117,Strength potion(2),already_existing_same_id,117,Strength potion(2),"[117, 118]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
118,Strength potion(2),already_existing_same_id,118,Strength potion(2),"[117, 118]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
119,Strength potion(1),already_existing_same_id,119,Strength potion(1),"[119, 120]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
120,Strength potion(1),already_existing_same_id,120,Strength potion(1),"[119, 120]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
121,Attack potion(3),already_existing_same_id,121,Attack potion(3),"[121, 122]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
122,Attack potion(3),already_existing_same_id,122,Attack potion(3),"[121, 122]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
123,Attack potion(2),already_existing_same_id,123,Attack potion(2),"[123, 124]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
124,Attack potion(2),already_existing_same_id,124,Attack potion(2),"[123, 124]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
125,Attack potion(1),already_existing_same_id,125,Attack potion(1),"[125, 126]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
126,Attack potion(1),already_existing_same_id,126,Attack potion(1),"[125, 126]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
127,Restore potion(3),already_existing_same_id,127,Restore potion(3),"[127, 128]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
128,Restore potion(3),already_existing_same_id,128,Restore potion(3),"[127, 128]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
129,Restore potion(2),already_existing_same_id,129,Restore potion(2),"[129, 130]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
130,Restore potion(2),already_existing_same_id,130,Restore potion(2),"[129, 130]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
131,Restore potion(1),already_existing_same_id,131,Restore potion(1),"[131, 132]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
132,Restore potion(1),already_existing_same_id,132,Restore potion(1),"[131, 132]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
133,Defence potion(3),already_existing_same_id,133,Defence potion(3),"[133, 134, 14261, 14262]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
134,Defence potion(3),already_existing_same_id,134,Defence potion(3),"[133, 134, 14261, 14262]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
135,Defence potion(2),already_existing_same_id,135,Defence potion(2),"[135, 136, 14263, 14264]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
136,Defence potion(2),already_existing_same_id,136,Defence potion(2),"[135, 136, 14263, 14264]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
137,Defence potion(1),already_existing_same_id,137,Defence potion(1),"[137, 138, 14265, 14266]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
138,Defence potion(1),already_existing_same_id,138,Defence potion(1),"[137, 138, 14265, 14266]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
139,Prayer potion(3),already_existing_same_id,139,Prayer potion(3),"[139, 140, 14211, 14212]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
140,Prayer potion(3),already_existing_same_id,140,Prayer potion(3),"[139, 140, 14211, 14212]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
141,Prayer potion(2),already_existing_same_id,141,Prayer potion(2),"[141, 142, 14213, 14214]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
142,Prayer potion(2),already_existing_same_id,142,Prayer potion(2),"[141, 142, 14213, 14214]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
143,Prayer potion(1),already_existing_same_id,143,Prayer potion(1),"[143, 144, 14215, 14216]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
144,Prayer potion(1),already_existing_same_id,144,Prayer potion(1),"[143, 144, 14215, 14216]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
145,Super attack(3),already_existing_same_id,145,Super attack(3),"[145, 146, 14231, 14232]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
146,Super attack(3),already_existing_same_id,146,Super attack(3),"[145, 146, 14231, 14232]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
147,Super attack(2),already_existing_same_id,147,Super attack(2),"[147, 148, 14233, 14234]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
148,Super attack(2),already_existing_same_id,148,Super attack(2),"[147, 148, 14233, 14234]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
149,Super attack(1),already_existing_same_id,149,Super attack(1),"[149, 150, 14235, 14236]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
150,Super attack(1),already_existing_same_id,150,Super attack(1),"[149, 150, 14235, 14236]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
151,Fishing potion(3),already_existing_same_id,151,Fishing potion(3),"[151, 152]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
152,Fishing potion(3),already_existing_same_id,152,Fishing potion(3),"[151, 152]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
153,Fishing potion(2),already_existing_same_id,153,Fishing potion(2),"[153, 154]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
154,Fishing potion(2),already_existing_same_id,154,Fishing potion(2),"[153, 154]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
155,Fishing potion(1),already_existing_same_id,155,Fishing potion(1),"[155, 156]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
156,Fishing potion(1),already_existing_same_id,156,Fishing potion(1),"[155, 156]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
157,Super strength(3),already_existing_same_id,157,Super strength(3),"[157, 158, 14241, 14242]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
158,Super strength(3),already_existing_same_id,158,Super strength(3),"[157, 158, 14241, 14242]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
159,Super strength(2),already_existing_same_id,159,Super strength(2),"[159, 160, 14243, 14244]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
160,Super strength(2),already_existing_same_id,160,Super strength(2),"[159, 160, 14243, 14244]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
161,Super strength(1),already_existing_same_id,161,Super strength(1),"[161, 162, 14245, 14246]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
162,Super strength(1),already_existing_same_id,162,Super strength(1),"[161, 162, 14245, 14246]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
163,Super defence(3),already_existing_same_id,163,Super defence(3),"[163, 164]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
164,Super defence(3),already_existing_same_id,164,Super defence(3),"[163, 164]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
165,Super defence(2),already_existing_same_id,165,Super defence(2),"[165, 166]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
166,Super defence(2),already_existing_same_id,166,Super defence(2),"[165, 166]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
167,Super defence(1),already_existing_same_id,167,Super defence(1),"[167, 168]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
168,Super defence(1),already_existing_same_id,168,Super defence(1),"[167, 168]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
169,Ranging potion(3),already_existing_same_id,169,Ranging potion(3),"[169, 170, 14251, 14252]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
170,Ranging potion(3),already_existing_same_id,170,Ranging potion(3),"[169, 170, 14251, 14252]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
171,Ranging potion(2),already_existing_same_id,171,Ranging potion(2),"[171, 172, 14253, 14254]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
172,Ranging potion(2),already_existing_same_id,172,Ranging potion(2),"[171, 172, 14253, 14254]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
173,Ranging potion(1),already_existing_same_id,173,Ranging potion(1),"[173, 174, 14255, 14256]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
174,Ranging potion(1),already_existing_same_id,174,Ranging potion(1),"[173, 174, 14255, 14256]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
175,Antipoison(3),already_existing_same_id,175,Antipoison(3),"[175, 176]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
176,Antipoison(3),already_existing_same_id,176,Antipoison(3),"[175, 176]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
177,Antipoison(2),already_existing_same_id,177,Antipoison(2),"[177, 178]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
178,Antipoison(2),already_existing_same_id,178,Antipoison(2),"[177, 178]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
179,Antipoison(1),already_existing_same_id,179,Antipoison(1),"[179, 180]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
180,Antipoison(1),already_existing_same_id,180,Antipoison(1),"[179, 180]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
181,Superantipoison(3),id_collision,181,Super antipoison(3),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
182,Superantipoison(3),id_collision,182,Super antipoison(3),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
183,Superantipoison(2),id_collision,183,Super antipoison(2),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
184,Superantipoison(2),id_collision,184,Super antipoison(2),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
185,Superantipoison(1),id_collision,185,Super antipoison(1),[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
186,Superantipoison(1),id_collision,186,Super antipoison(1),[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
187,Weapon poison,already_existing_same_id,187,Weapon poison,"[187, 188, 1465]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
188,Weapon poison,already_existing_same_id,188,Weapon poison,"[187, 188, 1465]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
189,Zamorak brew(3),already_existing_same_id,189,Zamorak brew(3),"[189, 190]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
190,Zamorak brew(3),already_existing_same_id,190,Zamorak brew(3),"[189, 190]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
191,Zamorak brew(2),already_existing_same_id,191,Zamorak brew(2),"[191, 192]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
192,Zamorak brew(2),already_existing_same_id,192,Zamorak brew(2),"[191, 192]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
193,Zamorak brew(1),already_existing_same_id,193,Zamorak brew(1),"[193, 194]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
194,Zamorak brew(1),already_existing_same_id,194,Zamorak brew(1),"[193, 194]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
195,Potion,already_existing_same_id,195,Potion,"[195, 196, 2394]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
196,Potion,already_existing_same_id,196,Potion,"[195, 196, 2394]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
197,Poison chalice,already_existing_same_id,197,Poison chalice,"[197, 198]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
198,Poison chalice,already_existing_same_id,198,Poison chalice,"[197, 198]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
199,Grimy guam leaf,id_collision,199,Grimy guam,[],True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
200,Grimy guam leaf,id_collision,200,Grimy guam,[],True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
201,Grimy marrentill,already_existing_same_id,201,Grimy marrentill,"[201, 202]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
202,Grimy marrentill,already_existing_same_id,202,Grimy marrentill,"[201, 202]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
203,Grimy tarromin,already_existing_same_id,203,Grimy tarromin,"[203, 204]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
204,Grimy tarromin,already_existing_same_id,204,Grimy tarromin,"[203, 204]",True,False,True,True,False,False,False,True,False,False,True,,,,,,,,True
